DISTRICT,DISTNAME,DPNT504C,DPNT504P,DPNTALLC,DPNTASIC,DPNTASIP,DPNTBLAC,DPNTBLAP,DPNTDSLC,DPNTDSLP,DPNTECOC,DPNTECOP,DPNTFEMC,DPNTFEMP,DPNTFOSC,DPNTFOSP,DPNTHISC,DPNTHISP,DPNTHOMC,DPNTHOMP,DPNTIMMC,DPNTIMMP,DPNTINDC,DPNTINDP,DPNTLEPC,DPNTLEPP,DPNTMALC,DPNTMALP,DPNTMIGC,DPNTMIGP,DPNTMLCC,DPNTMLCP,DPNTNEDC,DPNTNEDP,DPNTPCIC,DPNTPCIP,DPNTRSKC,DPNTRSKP,DPNTTT1C,DPNTTT1P,DPNTTWOC,DPNTTWOP,DPNTWHIC,DPNTWHIP
"'001902","CAYUGA ISD",48,9,535,3,0.6,22,4.1,35,6.5,202,37.8,248,46.4,0,0,52,9.7,1,0.2,0,0,0,0,2,0.4,287,53.6,1,0.2,9,1.7,333,62.2,0,0,187,35,535,100,27,5,431,80.6
"'001903","ELKHART ISD",69,5.8,1200,2,0.2,53,4.4,66,5.5,571,47.6,563,46.9,4,0.3,137,11.4,16,1.3,0,0,4,0.3,24,2,637,53.1,0,0,5,0.4,629,52.4,1,0.1,275,22.9,1200,100,52,4.3,951,79.3
"'001904","FRANKSTON ISD",71,9.2,769,9,1.2,79,10.3,49,6.4,428,55.7,362,47.1,3,0.4,62,8.1,11,1.4,0,0,3,0.4,24,3.1,407,52.9,0,0,19,2.5,341,44.3,0,0,274,35.6,769,100,30,3.9,586,76.2
"'001906","NECHES ISD",25,7.4,339,1,0.3,24,7.1,6,1.8,168,49.6,176,51.9,3,0.9,45,13.3,0,0,0,0,1,0.3,7,2.1,163,48.1,0,0,45,13.3,171,50.4,0,0,94,27.7,339,100,14,4.1,254,74.9
"'001907","PALESTINE ISD",200,5.9,3400,26,0.8,883,26,111,3.3,2726,80.2,1594,46.9,6,0.2,1445,42.5,10,0.3,58,1.7,9,0.3,534,15.7,1806,53.1,0,0,6,0.2,674,19.8,2,0.1,1950,57.4,3400,100,141,4.1,894,26.3
"'001908","WESTWOOD ISD",86,6.4,1352,6,0.4,268,19.8,59,4.4,928,68.6,654,48.4,19,1.4,333,24.6,0,0,5,0.4,10,0.7,90,6.7,698,51.6,3,0.2,1,0.1,424,31.4,0,0,748,55.3,719,53.2,60,4.4,675,49.9
"'001909","SLOCUM ISD",22,6,366,2,0.5,3,0.8,25,6.8,152,41.5,190,51.9,2,0.5,31,8.5,10,2.7,0,0,0,0,1,0.3,176,48.1,0,0,9,2.5,214,58.5,0,0,112,30.6,366,100,15,4.1,315,86.1
"'002901","ANDREWS ISD",294,7.1,4128,11,0.3,33,0.8,242,5.9,1923,46.6,2011,48.7,7,0.2,2850,69,64,1.6,2,0,15,0.4,528,12.8,2117,51.3,2,0,60,1.5,2205,53.4,0,0,1735,42,4071,98.6,70,1.7,1149,27.8
"'003801","PINEYWOODS COMMUNITY ACADEMY",66,6.6,996,11,1.1,148,14.9,44,4.4,506,50.8,509,51.1,4,0.4,298,29.9,5,0.5,0,0,2,0.2,49,4.9,487,48.9,0,0,11,1.1,490,49.2,1,0.1,415,41.7,996,100,35,3.5,501,50.3
"'003902","HUDSON ISD",241,8.7,2773,30,1.1,206,7.4,184,6.6,1449,52.3,1406,50.7,10,0.4,761,27.4,3,0.1,11,0.4,10,0.4,185,6.7,1367,49.3,0,0,88,3.2,1324,47.7,1,0,1013,36.5,2764,99.7,71,2.6,1694,61.1
"'003903","LUFKIN ISD",578,7.8,7432,86,1.2,2126,28.6,490,6.6,6217,83.7,3596,48.4,36,0.5,3162,42.5,251,3.4,0,0,10,0.1,1425,19.2,3836,51.6,2,0,7,0.1,1215,16.3,5,0.1,4464,60.1,3601,48.5,212,2.9,1831,24.6
"'003904","HUNTINGTON ISD",147,9.4,1572,2,0.1,44,2.8,117,7.4,905,57.6,755,48,7,0.4,99,6.3,0,0,0,0,7,0.4,18,1.1,817,52,0,0,12,0.8,667,42.4,2,0.1,598,38,1572,100,58,3.7,1360,86.5
"'003905","DIBOLL ISD",127,7.4,1714,5,0.3,225,13.1,88,5.1,1709,99.7,846,49.4,8,0.5,871,50.8,22,1.3,1,0.1,3,0.2,265,15.5,868,50.6,0,0,12,0.7,5,0.3,0,0,930,54.3,1713,99.9,33,1.9,577,33.7
"'003906","ZAVALLA ISD",32,10.7,300,0,0,1,0.3,10,3.3,191,63.7,128,42.7,1,0.3,17,5.7,0,0,0,0,0,0,0,0,172,57.3,0,0,0,0,109,36.3,0,0,163,54.3,300,100,8,2.7,274,91.3
"'003907","CENTRAL ISD",103,7.1,1445,0,0,64,4.4,46,3.2,1079,74.7,699,48.4,4,0.3,330,22.8,2,0.1,2,0.1,2,0.1,63,4.4,746,51.6,0,0,5,0.3,366,25.3,1,0.1,521,36.1,1445,100,50,3.5,998,69.1
"'004901","ARANSAS COUNTY ISD",294,9.8,3010,62,2.1,54,1.8,229,7.6,2047,68,1444,48,43,1.4,1336,44.4,143,4.8,30,1,10,0.3,139,4.6,1566,52,0,0,34,1.1,963,32,4,0.1,1794,59.6,3010,100,88,2.9,1456,48.4
"'005901","ARCHER CITY ISD",58,11.6,502,0,0,5,1,38,7.6,234,46.6,242,48.2,2,0.4,71,14.1,23,4.6,0,0,4,0.8,8,1.6,260,51.8,0,0,7,1.4,268,53.4,0,0,169,33.7,263,52.4,18,3.6,404,80.5
"'005902","HOLLIDAY ISD",121,11.3,1069,2,0.2,3,0.3,80,7.5,240,22.5,524,49,0,0,90,8.4,2,0.2,0,0,10,0.9,4,0.4,545,51,0,0,35,3.3,829,77.5,0,0,353,33,745,69.7,36,3.4,928,86.8
"'005904","WINDTHORST ISD",45,10.4,434,0,0,2,0.5,23,5.3,165,38,222,51.2,0,0,122,28.1,0,0,0,0,3,0.7,34,7.8,212,48.8,0,0,0,0,269,62,0,0,133,30.6,217,50,0,0,307,70.7
"'006902","CLAUDE ISD",15,4.7,316,0,0,1,0.3,19,6,99,31.3,153,48.4,0,0,48,15.2,7,2.2,0,0,3,0.9,3,0.9,163,51.6,0,0,23,7.3,217,68.7,0,0,103,32.6,316,100,8,2.5,256,81
"'007901","CHARLOTTE ISD",49,11.7,419,0,0,0,0,23,5.5,296,70.6,198,47.3,0,0,371,88.5,0,0,0,0,0,0,24,5.7,221,52.7,4,1,6,1.4,123,29.4,0,0,317,75.7,419,100,0,0,48,11.5
"'007902","JOURDANTON ISD",204,13.1,1562,4,0.3,10,0.6,97,6.2,839,53.7,734,47,1,0.1,961,61.5,4,0.3,6,0.4,3,0.2,50,3.2,828,53,19,1.2,10,0.6,723,46.3,0,0,659,42.2,1127,72.2,19,1.2,565,36.2
"'007904","LYTLE ISD",107,6.1,1760,2,0.1,10,0.6,53,3,1176,66.8,865,49.1,25,1.4,1444,82,15,0.9,0,0,4,0.2,246,14,895,50.9,18,1,191,10.9,584,33.2,4,0.2,980,55.7,1278,72.6,10,0.6,286,16.3
"'007905","PLEASANTON ISD",472,13.7,3437,19,0.6,17,0.5,309,9,2179,63.4,1653,48.1,13,0.4,2416,70.3,34,1,5,0.1,10,0.3,154,4.5,1784,51.9,3,0.1,30,0.9,1258,36.6,3,0.1,1745,50.8,2450,71.3,29,0.8,943,27.4
"'007906","POTEET ISD",190,11.9,1603,2,0.1,6,0.4,129,8,974,60.8,798,49.8,0,0,1401,87.4,24,1.5,0,0,0,0,119,7.4,805,50.2,9,0.6,2,0.1,629,39.2,0,0,1005,62.7,1603,100,6,0.4,188,11.7
"'008901","BELLVILLE ISD",239,10.9,2196,10,0.5,173,7.9,143,6.5,1000,45.5,1088,49.5,1,0,695,31.6,7,0.3,5,0.2,4,0.2,205,9.3,1108,50.5,0,0,53,2.4,1196,54.5,2,0.1,956,43.5,826,37.6,52,2.4,1260,57.4
"'008902","SEALY ISD",270,9.6,2814,23,0.8,224,8,222,7.9,1674,59.5,1307,46.4,4,0.1,1456,51.7,21,0.7,22,0.8,5,0.2,460,16.3,1507,53.6,1,0,38,1.4,1140,40.5,1,0,1371,48.7,1315,46.7,88,3.1,1017,36.1
"'008903","BRAZOS ISD",67,8.4,795,2,0.3,49,6.2,57,7.2,497,62.5,397,49.9,1,0.1,433,54.5,8,1,0,0,0,0,118,14.8,398,50.1,0,0,5,0.6,298,37.5,0,0,222,27.9,333,41.9,26,3.3,285,35.8
"'009901","MULESHOE ISD",34,2.5,1337,8,0.6,5,0.4,10,0.7,1147,85.8,641,47.9,7,0.5,1155,86.4,0,0,92,6.9,1,0.1,379,28.3,696,52.1,121,9.1,8,0.6,190,14.2,0,0,679,50.8,1337,100,4,0.3,164,12.3
"'010901","MEDINA ISD",26,9.5,274,0,0,3,1.1,7,2.6,185,67.5,136,49.6,0,0,83,30.3,81,29.6,0,0,0,0,4,1.5,138,50.4,0,0,5,1.8,89,32.5,1,0.4,129,47.1,274,100,8,2.9,179,65.3
"'010902","BANDERA ISD",175,7.9,2218,9,0.4,5,0.2,77,3.5,1098,49.5,1057,47.7,11,0.5,745,33.6,21,0.9,6,0.3,5,0.2,107,4.8,1161,52.3,0,0,158,7.1,1120,50.5,1,0,1033,46.6,1020,46,55,2.5,1398,63
"'011901","BASTROP ISD",1244,10.9,11405,46,0.4,373,3.3,980,8.6,8297,72.7,5536,48.5,44,0.4,8087,70.9,457,4,183,1.6,15,0.1,3844,33.7,5869,51.5,93,0.8,78,0.7,3108,27.3,11,0.1,7484,65.6,7804,68.4,305,2.7,2568,22.5
"'011902","ELGIN ISD",438,9.5,4628,11,0.2,461,10,248,5.4,3636,78.6,2316,50,13,0.3,3384,73.1,111,2.4,47,1,5,0.1,1659,35.8,2312,50,111,2.4,8,0.2,992,21.4,6,0.1,3462,74.8,2441,52.7,116,2.5,645,13.9
"'011904","SMITHVILLE ISD",168,9.6,1753,12,0.7,118,6.7,93,5.3,989,56.4,876,50,3,0.2,594,33.9,13,0.7,0,0,3,0.2,143,8.2,877,50,8,0.5,89,5.1,764,43.6,1,0.1,585,33.4,1749,99.8,74,4.2,951,54.2
"'011905","MCDADE ISD",27,8.1,334,0,0,4,1.2,18,5.4,169,50.6,169,50.6,2,0.6,169,50.6,3,0.9,0,0,0,0,63,18.9,165,49.4,0,0,0,0,165,49.4,2,0.6,107,32,334,100,7,2.1,152,45.5
"'012901","SEYMOUR ISD",87,14,621,1,0.2,10,1.6,49,7.9,356,57.3,288,46.4,7,1.1,138,22.2,9,1.4,1,0.2,1,0.2,5,0.8,333,53.6,0,0,0,0,265,42.7,0,0,259,41.7,621,100,33,5.3,438,70.5
"'013801","ST MARY'S ACADEMY CHARTER SCHOOL",16,4.1,391,7,1.8,6,1.5,6,1.5,304,77.7,206,52.7,4,1,317,81.1,3,0.8,0,0,0,0,10,2.6,185,47.3,0,0,5,1.3,87,22.3,0,0,266,68,391,100,7,1.8,54,13.8
"'013901","BEEVILLE ISD",157,5,3157,9,0.3,83,2.6,32,1,2761,87.5,1546,49,11,0.3,2646,83.8,16,0.5,0,0,2,0.1,77,2.4,1611,51,7,0.2,9,0.3,396,12.5,2,0.1,1608,50.9,3153,99.9,32,1,383,12.1
"'013902","PAWNEE ISD",4,1.3,315,1,0.3,2,0.6,3,1,262,83.2,153,48.6,3,1,257,81.6,45,14.3,0,0,0,0,7,2.2,162,51.4,0,0,3,1,53,16.8,0,0,124,39.4,315,100,3,1,52,16.5
"'013903","PETTUS ISD",31,8.3,374,0,0,3,0.8,14,3.7,255,68.2,196,52.4,0,0,266,71.1,0,0,0,0,1,0.3,2,0.5,178,47.6,0,0,4,1.1,119,31.8,0,0,93,24.9,374,100,1,0.3,103,27.5
"'013905","SKIDMORE-TYNAN ISD",59,7.3,806,7,0.9,6,0.7,30,3.7,468,58.1,397,49.3,2,0.2,572,71,13,1.6,1,0.1,2,0.2,17,2.1,409,50.7,1,0.1,53,6.6,338,41.9,2,0.2,376,46.7,804,99.8,13,1.6,204,25.3
"'014801","RICHARD MILBURN ALTER HIGH SCHOOL",139,7.5,1861,4,0.2,247,13.3,49,2.6,1313,70.6,981,52.7,2,0.1,1266,68,22,1.2,0,0,4,0.2,196,10.5,880,47.3,0,0,9,0.5,548,29.4,9,0.5,1807,97.1,1861,100,30,1.6,301,16.2
"'014803","PRIORITY CHARTER SCHOOLS",118,13.9,846,20,2.4,154,18.2,55,6.5,428,50.6,396,46.8,7,0.8,235,27.8,3,0.4,0,0,3,0.4,38,4.5,450,53.2,0,0,68,8,418,49.4,4,0.5,366,43.3,845,99.9,57,6.7,373,44.1
"'014804","ORENDA CHARTER SCHOOL",210,11.4,1848,99,5.4,104,5.6,129,7,265,14.3,892,48.3,59,3.2,431,23.3,0,0,0,0,5,0.3,39,2.1,956,51.7,0,0,196,10.6,1583,85.7,2,0.1,708,38.3,192,10.4,99,5.4,1108,60
"'014901","ACADEMY ISD",163,9.4,1726,13,0.8,106,6.1,58,3.4,542,31.4,817,47.3,2,0.1,392,22.7,24,1.4,7,0.4,8,0.5,99,5.7,909,52.7,1,0.1,105,6.1,1184,68.6,8,0.5,255,14.8,1725,99.9,62,3.6,1137,65.9
"'014902","BARTLETT ISD",26,6.8,380,2,0.5,43,11.3,16,4.2,337,88.7,171,45,0,0,244,64.2,30,7.9,0,0,1,0.3,75,19.7,209,55,0,0,1,0.3,43,11.3,0,0,131,34.5,380,100,11,2.9,79,20.8
"'014903","BELTON ISD",1608,12.8,12609,232,1.8,899,7.1,547,4.3,5348,42.4,6231,49.4,60,0.5,4292,34,183,1.5,41,0.3,53,0.4,747,5.9,6378,50.6,0,0,1538,12.2,7261,57.6,46,0.4,4367,34.6,3961,31.4,694,5.5,6393,50.7
"'014905","HOLLAND ISD",81,12.4,654,0,0,12,1.8,61,9.3,290,44.3,299,45.7,5,0.8,170,26,0,0,0,0,1,0.2,12,1.8,355,54.3,0,0,11,1.7,364,55.7,0,0,172,26.3,654,100,16,2.4,455,69.6
"'014906","KILLEEN ISD",4674,10.7,43838,1011,2.3,15263,34.8,2609,6,24305,55.4,21498,49,282,0.6,14152,32.3,252,0.6,351,0.8,211,0.5,4755,10.8,22340,51,4,0,13044,29.8,19533,44.6,885,2,20608,47,25471,58.1,3737,8.5,8579,19.6
"'014907","ROGERS ISD",110,12.3,892,5,0.6,12,1.3,82,9.2,425,47.6,420,47.1,4,0.4,293,32.8,9,1,5,0.6,2,0.2,59,6.6,472,52.9,0,0,32,3.6,467,52.4,3,0.3,411,46.1,404,45.3,19,2.1,558,62.6
"'014908","SALADO ISD",224,10.6,2105,6,0.3,27,1.3,108,5.1,528,25.1,1014,48.2,16,0.8,511,24.3,1,0,14,0.7,4,0.2,102,4.8,1091,51.8,0,0,544,25.8,1577,74.9,5,0.2,510,24.2,954,45.3,74,3.5,1478,70.2
"'014909","TEMPLE ISD",857,10.2,8403,116,1.4,2101,25,470,5.6,6344,75.5,4138,49.2,29,0.3,3878,46.2,104,1.2,63,0.7,25,0.3,1122,13.4,4265,50.8,0,0,200,2.4,2059,24.5,26,0.3,4895,58.3,5995,71.3,424,5,1833,21.8
"'014910","TROY ISD",181,11.5,1571,5,0.3,34,2.2,106,6.7,722,46,755,48.1,16,1,491,31.3,31,2,1,0.1,3,0.2,79,5,816,51.9,1,0.1,18,1.1,849,54,4,0.3,681,43.3,1126,71.7,58,3.7,976,62.1
"'015801","POR VIDA ACADEMY",10,7.3,137,1,0.7,4,2.9,3,2.2,109,79.6,70,51.1,1,0.7,123,89.8,0,0,0,0,0,0,4,2.9,67,48.9,0,0,0,0,28,20.4,0,0,111,81,137,100,2,1.5,7,5.1
"'015802","GEORGE GERVIN ACADEMY",33,3.8,870,1,0.1,395,45.4,18,2.1,870,100,447,51.4,3,0.3,440,50.6,5,0.6,0,0,2,0.2,174,20,423,48.6,0,0,5,0.6,0,0,1,0.1,859,98.7,868,99.8,12,1.4,19,2.2
"'015805","NEW FRONTIERS PUBLIC SCHOOLS INC",43,8.9,485,0,0,5,1,12,2.5,399,82.3,254,52.4,2,0.4,464,95.7,16,3.3,2,0.4,0,0,61,12.6,231,47.6,3,0.6,11,2.3,86,17.7,0,0,297,61.2,322,66.4,1,0.2,15,3.1
"'015806","SCHOOL OF EXCELLENCE IN EDUCATION",24,6.8,354,3,0.8,97,27.4,10,2.8,329,92.9,176,49.7,3,0.8,237,66.9,3,0.8,3,0.8,0,0,77,21.8,178,50.3,0,0,4,1.1,25,7.1,1,0.3,276,78,354,100,5,1.4,11,3.1
"'015807","SOUTHWEST PREPARATORY SCHOOL",56,6.6,850,6,0.7,85,10,31,3.6,711,83.6,428,50.4,3,0.4,592,69.6,24,2.8,5,0.6,1,0.1,93,10.9,422,49.6,1,0.1,10,1.2,139,16.4,2,0.2,722,84.9,850,100,26,3.1,138,16.2
"'015808","INSPIRE ACADEMIES",71,12.3,575,4,0.7,45,7.8,39,6.8,305,53,259,45,40,7,338,58.8,0,0,0,0,1,0.2,18,3.1,316,55,0,0,0,0,270,47,1,0.2,206,35.8,154,26.8,17,3,169,29.4
"'015809","BEXAR COUNTY ACADEMY",11,4,274,0,0,12,4.4,20,7.3,264,96.4,135,49.3,0,0,242,88.3,0,0,3,1.1,0,0,65,23.7,139,50.7,2,0.7,4,1.5,10,3.6,1,0.4,233,85,274,100,2,0.7,17,6.2
"'015814","POSITIVE SOLUTIONS CHARTER SCHOOL",4,3.4,119,0,0,2,1.7,0,0,95,79.8,60,50.4,0,0,114,95.8,0,0,0,0,0,0,4,3.4,59,49.6,0,0,0,0,24,20.2,0,0,101,84.9,119,100,0,0,3,2.5
"'015815","HERITAGE ACADEMY",41,6.6,617,4,0.6,48,7.8,9,1.5,269,43.6,281,45.5,5,0.8,506,82,21,3.4,0,0,2,0.3,286,46.4,336,54.5,0,0,6,1,348,56.4,1,0.2,528,85.6,617,100,14,2.3,42,6.8
"'015822","JUBILEE ACADEMIES",436,7.1,6166,45,0.7,403,6.5,254,4.1,5099,82.7,3080,50,9,0.1,5232,84.9,101,1.6,90,1.5,23,0.4,1540,25,3086,50,6,0.1,98,1.6,1067,17.3,0,0,3463,56.2,6166,100,65,1.1,398,6.5
"'015825","LIGHTHOUSE PUBLIC SCHOOLS",9,2.8,323,4,1.2,15,4.6,4,1.2,250,77.4,161,49.8,1,0.3,276,85.4,7,2.2,2,0.6,0,0,88,27.2,162,50.2,0,0,13,4,73,22.6,0,0,223,69,323,100,4,1.2,24,7.4
"'015827","SCHOOL OF SCIENCE AND TECHNOLOGY",175,5.3,3274,123,3.8,821,25.1,110,3.4,1994,60.9,1534,46.9,3,0.1,1685,51.5,21,0.6,24,0.7,24,0.7,646,19.7,1740,53.1,2,0.1,7,0.2,1280,39.1,11,0.3,836,25.5,2950,90.1,123,3.8,487,14.9
"'015828","HARMONY SCIENCE ACAD (SAN ANTONIO)",250,5.6,4436,33,0.7,196,4.4,120,2.7,3596,81.1,2082,46.9,2,0,3993,90,53,1.2,0,0,4,0.1,1648,37.2,2354,53.1,7,0.2,5,0.1,840,18.9,7,0.2,2351,53,4436,100,31,0.7,172,3.9
"'015830","BROOKS ACADEMIES OF TEXAS",247,8,3079,108,3.5,171,5.6,122,4,2135,69.3,1509,49,3,0.1,2473,80.3,0,0,15,0.5,5,0.2,168,5.5,1570,51,4,0.1,90,2.9,944,30.7,7,0.2,963,31.3,3077,99.9,47,1.5,268,8.7
"'015831","SCHOOL OF SCIENCE AND TECHNOLOGY D",256,5.3,4805,377,7.8,1123,23.4,134,2.8,2777,57.8,2261,47.1,6,0.1,2459,51.2,22,0.5,121,2.5,9,0.2,804,16.7,2544,52.9,1,0,49,1,2028,42.2,4,0.1,1105,23,4407,91.7,128,2.7,705,14.7
"'015833","HENRY FORD ACADEMY ALAMEDA SCHOOL",11,10.8,102,2,2,5,4.9,0,0,38,37.3,74,72.5,0,0,77,75.5,0,0,0,0,0,0,0,0,28,27.5,0,0,1,1,64,62.7,0,0,63,61.8,102,100,3,2.9,15,14.7
"'015834","BASIS TEXAS",164,5.4,3048,1187,38.9,152,5,29,1,245,8,1496,49.1,3,0.1,751,24.6,3,0.1,90,3,21,0.7,415,13.6,1552,50.9,0,0,316,10.4,2803,92,2,0.1,858,28.1,0,0,174,5.7,761,25
"'015835","GREAT HEARTS TEXAS",437,6.6,6642,1005,15.1,287,4.3,124,1.9,1461,22,3504,52.8,10,0.2,2587,38.9,0,0,46,0.7,15,0.2,459,6.9,3138,47.2,0,0,170,2.6,5181,78,0,0,1159,17.4,0,0,212,3.2,2536,38.2
"'015836","ELEANOR KOLITZ HEBREW LANGUAGE ACA",30,6.4,466,24,5.2,9,1.9,5,1.1,85,18.2,255,54.7,0,0,241,51.7,0,0,14,3,2,0.4,34,7.3,211,45.3,0,0,61,13.1,381,81.8,0,0,90,19.3,0,0,20,4.3,170,36.5
"'015838","COMPASS ROSE ACADEMY",82,7.1,1154,2,0.2,66,5.7,38,3.3,1052,91.2,561,48.6,10,0.9,1002,86.8,7,0.6,9,0.8,4,0.3,120,10.4,593,51.4,11,1,18,1.6,102,8.8,0,0,852,73.8,1154,100,6,0.5,74,6.4
"'015839","PROMESA ACADEMY CHARTER SCHOOL",5,2.6,196,0,0,11,5.6,0,0,171,87.2,93,47.4,3,1.5,166,84.7,6,3.1,0,0,3,1.5,10,5.1,103,52.6,0,0,2,1,25,12.8,0,0,22,11.2,0,0,2,1,14,7.1
"'015840","SAN ANTONIO PREPARATORY CHARTER SC",0,0,216,0,0,139,64.4,0,0,140,64.8,115,53.2,0,0,68,31.5,0,0,0,0,0,0,0,0,101,46.8,2,0.9,0,0,76,35.2,1,0.5,109,50.5,0,0,4,1.9,4,1.9
"'015841","THE GATHERING PLACE",3,0.9,348,3,0.9,24,6.9,3,0.9,215,61.8,165,47.4,1,0.3,212,60.9,0,0,0,0,2,0.6,9,2.6,183,52.6,0,0,21,6,133,38.2,0,0,190,54.6,0,0,23,6.6,84,24.1
"'015901","ALAMO HEIGHTS ISD",594,12.3,4846,151,3.1,99,2,313,6.5,854,17.6,2298,47.4,8,0.2,1929,39.8,0,0,42,0.9,16,0.3,283,5.8,2548,52.6,3,0.1,261,5.4,3992,82.4,14,0.3,1157,23.9,52,1.1,86,1.8,2551,52.6
"'015904","HARLANDALE ISD",1104,8.8,12522,9,0.1,44,0.4,585,4.7,10690,85.4,6056,48.4,54,0.4,12265,97.9,151,1.2,312,2.5,3,0,2042,16.3,6466,51.6,17,0.1,125,1,1832,14.6,0,0,8975,71.7,11889,94.9,11,0.1,190,1.5
"'015905","EDGEWOOD ISD",766,8.4,9152,86,0.9,141,1.5,498,5.4,8547,93.4,4550,49.7,52,0.6,8848,96.7,128,1.4,58,0.6,2,0,2069,22.6,4602,50.3,49,0.5,19,0.2,605,6.6,5,0.1,6942,75.9,8935,97.6,12,0.1,58,0.6
"'015906","RANDOLPH FIELD ISD",132,9.2,1441,30,2.1,294,20.4,49,3.4,57,4,739,51.3,0,0,348,24.1,1,0.1,21,1.5,3,0.2,6,0.4,702,48.7,0,0,1118,77.6,1384,96,10,0.7,251,17.4,42,2.9,199,13.8,557,38.7
"'015907","SAN ANTONIO ISD",2315,5.1,45802,209,0.5,2766,6,1774,3.9,40134,87.6,22381,48.9,124,0.3,41165,89.9,620,1.4,532,1.2,54,0.1,9621,21,23421,51.1,46,0.1,844,1.8,5668,12.4,14,0,30098,65.7,45007,98.3,290,0.6,1304,2.8
"'015908","SOUTH SAN ANTONIO ISD",429,5.2,8267,17,0.2,109,1.3,242,2.9,7609,92,4076,49.3,52,0.6,7946,96.1,176,2.1,72,0.9,12,0.1,1552,18.8,4191,50.7,18,0.2,38,0.5,658,8,5,0.1,6428,77.8,8267,100,16,0.2,162,2
"'015909","SOMERSET ISD",150,3.7,4021,4,0.1,12,0.3,169,4.2,3554,88.4,1959,48.7,28,0.7,3698,92,16,0.4,24,0.6,1,0,807,20.1,2062,51.3,29,0.7,27,0.7,467,11.6,2,0,2432,60.5,3873,96.3,27,0.7,277,6.9
"'015910","NORTH EAST ISD",4545,7.5,60483,2359,3.9,4439,7.3,1955,3.2,30151,49.9,29441,48.7,193,0.3,36629,60.6,413,0.7,1725,2.9,149,0.2,9148,15.1,31042,51.3,21,0,5877,9.7,30332,50.1,74,0.1,28264,46.7,16764,27.7,2352,3.9,14481,23.9
"'015911","EAST CENTRAL ISD",826,8.5,9770,47,0.5,783,8,642,6.6,5985,61.3,4716,48.3,64,0.7,7384,75.6,66,0.7,66,0.7,12,0.1,1237,12.7,5054,51.7,10,0.1,390,4,3785,38.7,4,0,5854,59.9,6540,66.9,185,1.9,1355,13.9
"'015912","SOUTHWEST ISD",1014,7.5,13474,55,0.4,459,3.4,687,5.1,11128,82.6,6575,48.8,83,0.6,12170,90.3,320,2.4,146,1.1,19,0.1,2405,17.8,6899,51.2,41,0.3,485,3.6,2346,17.4,5,0,9835,73,13474,100,115,0.9,651,4.8
"'015913","LACKLAND ISD",51,5.7,890,18,2,116,13,19,2.1,210,23.6,433,48.7,0,0,224,25.2,5,0.6,0,0,0,0,22,2.5,457,51.3,0,0,840,94.4,680,76.4,5,0.6,248,27.9,60,6.7,130,14.6,397,44.6
"'015914","FT SAM HOUSTON ISD",108,7.2,1501,23,1.5,230,15.3,43,2.9,440,29.3,754,50.2,0,0,471,31.4,0,0,12,0.8,7,0.5,26,1.7,747,49.8,0,0,1327,88.4,1061,70.7,15,1,466,31,0,0,173,11.5,582,38.8
"'015915","NORTHSIDE ISD",9642,9.3,103151,3590,3.5,6992,6.8,3559,3.5,47494,46,49982,48.5,566,0.5,70450,68.3,407,0.4,3215,3.1,123,0.1,10914,10.6,53169,51.5,46,0,11166,10.8,55657,54,241,0.2,50624,49.1,32767,31.8,3338,3.2,18417,17.9
"'015916","JUDSON ISD",1747,7.3,23825,415,1.7,5137,21.6,1634,6.9,16045,67.3,11859,49.8,135,0.6,13902,58.4,330,1.4,92,0.4,57,0.2,2496,10.5,11966,50.2,29,0.1,3088,13,7780,32.7,83,0.3,16985,71.3,14038,58.9,942,4,3289,13.8
"'015917","SOUTHSIDE ISD",466,8.3,5595,16,0.3,70,1.3,339,6.1,4865,87,2736,48.9,100,1.8,5051,90.3,68,1.2,3,0.1,7,0.1,1040,18.6,2859,51.1,9,0.2,37,0.7,730,13,0,0,3978,71.1,5595,100,20,0.4,431,7.7
"'016901","JOHNSON CITY ISD",60,9.8,614,4,0.7,0,0,49,8,227,37,291,47.4,1,0.2,169,27.5,0,0,4,0.7,0,0,45,7.3,323,52.6,2,0.3,8,1.3,387,63,0,0,136,22.1,238,38.8,11,1.8,430,70
"'016902","BLANCO ISD",98,9.7,1011,3,0.3,8,0.8,61,6,412,40.8,488,48.3,1,0.1,414,40.9,3,0.3,7,0.7,2,0.2,83,8.2,523,51.7,54,5.3,7,0.7,599,59.2,0,0,311,30.8,411,40.7,19,1.9,565,55.9
"'017901","BORDEN COUNTY ISD",11,4.8,231,0,0,0,0,5,2.2,86,37.2,103,44.6,0,0,41,17.7,0,0,0,0,1,0.4,2,0.9,128,55.4,0,0,0,0,145,62.8,0,0,36,15.6,231,100,6,2.6,183,79.2
"'018901","CLIFTON ISD",107,11.1,961,11,1.1,14,1.5,33,3.4,594,61.8,477,49.6,3,0.3,368,38.3,25,2.6,5,0.5,2,0.2,76,7.9,484,50.4,6,0.6,15,1.6,367,38.2,1,0.1,413,43,961,100,47,4.9,518,53.9
"'018902","MERIDIAN ISD",57,13.6,418,3,0.7,9,2.2,42,10,273,65.3,193,46.2,2,0.5,153,36.6,0,0,0,0,0,0,20,4.8,225,53.8,0,0,9,2.2,145,34.7,0,0,143,34.2,418,100,14,3.3,239,57.2
