DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'144901,1,0.7,2,1.3,0,0,140,94,9,6,149,100,12,0.6,34,3.5,23,15.4,63,42.3,0,0,166,9.4,4.5,6,0,1.8,2.9,0,0,0.8,5.6,0,0,0,0,0,0,0,0,0,1917,6,0.3,238,12.4,185,9.7,26,1.3,1310,68.3,136,7.1,136,7.1,127,6.6,135,7,130,6.8,122,6.4,114,5.9,145,7.6,174,9.1,160,8.3,168,8.8,138,7.2,6,0.3,59,3.1,142,7.4,84,4.4,1050,54.8,5,0.3,366,19.1,607,31.7,1,0.1,1059,55.2,159,8.3,34,1.8,457,23.8,636,33.2,17,11.4,60,40.299999999999997
'144902,5,8.3000000000000007,0,0,0,0,47,78.3,13,21.7,60,100,0,0,0,0,4,6.7,6,10,0,0,81,9.3000000000000007,6.9,5,2.9,2,1.6,0,0,1.8,7,0,0,0,0,14.3,0,0,14.3,25,944,1,0.1,12,1.3,82,8.7,11,1.1000000000000001,403,42.7,71,7.5,75,7.9,62,6.6,82,8.7,62,6.6,74,7.8,73,7.7,72,7.6,71,7.5,84,8.9,56,5.9,59,6.3,4,0.4,42,4.4,75,7.9,24,2.5,112,11.9,3,0.3,11,1.2,541,57.3,1,0.1,377,39.9,104,11,31,3.3,244,25.8,714,75.6,2,3.3,45,75
'144903,0,0,0,0,0,0,4,57.1,3,42.9,7,100,1,0.5,1,1,0,0,2,28.6,0,0,29,17,0,10,8.3000000000000007,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,33.299999999999997,185,1,0.5,12,6.5,63,34.1,4,2,145,78.4,11,5.9,13,7,12,6.5,14,7.6,11,5.9,10,5.4,11,5.9,17,9.2,15,8.1,13,7,17,9.2,13,7,0,0,2,1.1,12,6.5,16,8.6,68,36.8,1,0.5,8,4.3,40,21.6,0,0,120,64.9,31,16.8,6,3.2,49,26.5,46,24.9,1,14.3,5,71.400000000000006
'145901,0,0,0,0,0,0,34,63,20,37,54,100,0,0,1,0.2,7,13,18,33.299999999999997,0,0,116,13.5,8.6999999999999993,3.6,1.5,0,4.0999999999999996,0,0,0,2.7,0,0,0,0,0,0,0,0,50,988,12,1.2,162,16.4,62,6.3,6,0.6,646,65.4,80,8.1,72,7.3,91,9.2,69,7,59,6,56,5.7,85,8.6,56,5.7,74,7.5,76,7.7,65,6.6,59,6,34,3.4,73,7.4,74,7.5,38,3.8,378,38.3,4,0.4,163,16.5,342,34.6,0,0,580,58.7,68,6.9,35,3.5,263,26.6,497,50.3,6,11.1,29,53.7
'145902,0,0,0,0,0,0,43,78.2,12,21.8,55,100,1,0.1,3,0.9,7,12.7,1,1.8,0,0,92,13.6,4.9000000000000004,4.9000000000000004,0,2.9,0,1.6,0,2.7,2,0,0,0,0,0,0,0,0,0,687,3,0.4,25,3.6,56,8.2,10,1.4,275,40,54,7.9,46,6.7,42,6.1,42,6.1,43,6.3,51,7.4,65,9.5,58,8.4,45,6.6,57,8.3,67,9.8,46,6.7,0,0,24,3.5,51,7.4,20,2.9,77,11.2,5,0.7,25,3.6,412,60,0,0,302,44,54,7.9,8,1.2,182,26.5,538,78.3,12,21.8,47,85.5
'145906,0,0,0,0,0,0,26,72.2,10,27.8,36,100,0,0,0,0,1,2.8,4,11.1,0,0,85,16.7,0,0,0,0,6.5,0,0,7.9,4,0,0,0,0,0,0,0,0,0,513,5,1,19,3.7,42,8.2,0,0,246,48,31,6,33,6.4,41,8,40,7.8,41,8,32,6.2,43,8.4,44,8.6,38,7.4,40,7.8,38,7.4,37,7.2,3,0.6,56,10.9,34,6.6,18,3.5,72,14,1,0.2,18,3.5,267,52,1,0.2,180,35.1,41,8,15,2.9,127,24.8,377,73.5,2,5.6,31,86.1
'145907,2,11.8,0,0,0,0,15,88.2,2,11.8,17,100,0,0,1,1,6,35.299999999999997,0,0,0,0,54,26.6,13.3,0,0,14.3,11.1,0,0,0,8.3000000000000007,.,100,.,.,0,0,0,0,.,159,0,0,1,0.6,53,33.3,4,1.6,132,83,11,6.9,13,8.2,13,8.2,9,5.7,11,6.9,12,7.5,11,6.9,8,5,10,6.3,12,7.5,12,7.5,10,6.3,0,0,7,4.4,8,5,19,11.9,20,12.6,0,0,1,0.6,27,17,0,0,87,54.7,15,9.4,7,4.4,52,32.7,79,49.7,2,11.8,9,52.9
'145911,0,0,1,2.1,0,0,31,66,16,34,47,100,0,0,0,0,1,2.1,16,34,0,0,74,11,1.8,4,0,0,2.4,0,2.1,0,0,0,0,0,0,0,0,0,0,0,729,18,2.5,86,11.8,14,1.9,0,0,393,53.9,49,6.7,56,7.7,52,7.1,60,8.2,46,6.3,45,6.2,54,7.4,55,7.5,70,9.6,60,8.2,51,7,40,5.5,0,0,80,11,52,7.1,39,5.3,201,27.6,4,0.5,87,11.9,336,46.1,0,0,339,46.5,51,7,7,1,225,30.9,485,66.5,5,10.6,29,61.7
'146901,2,1.3,1,0.6,0,0,106,67.5,51,32.5,157,100,3,0.1,57,3.5,15,9.6,69,43.9,0,0,894,24.1,5.0999999999999996,3.3,4,5.4,1.7,2.6,8.4,1.8,2.5,10.3,4.8,0,0,5,4.3,5.9,0,4.8,3818,35,0.9,800,21,419,11,89,2.2000000000000002,2942,77.1,322,8.4,307,8,298,7.8,310,8.1,289,7.6,271,7.1,329,8.6,274,7.2,304,8,275,7.2,224,5.9,170,4.5,4,0.1,86,2.3,311,8.1,130,3.4,1702,44.6,19,0.5,838,21.9,876,22.9,5,0.1,2239,58.6,301,7.9,53,1.4,1148,30.1,1585,41.5,21,13.4,70,44.6
'146902,4,1.2,1,0.3,1,0.3,300,89.3,36,10.7,336,100,1,0,7,0.3,33,9.8000000000000007,85,25.3,3,0.9,909,18.100000000000001,1.8,1.5,0.9,0.3,0.3,0.8,0,0.3,0.3,0,3.3,0,0,0,2.8,0,0,0,5069,21,0.4,715,14.1,411,8.1,100,1.8,3125,61.6,385,7.6,369,7.3,362,7.1,351,6.9,384,7.6,403,8,411,8.1,407,8,421,8.3,386,7.6,305,6,312,6.2,19,0.4,183,3.6,355,7,199,3.9,1704,33.6,81,1.6,798,15.7,1944,38.4,4,0.1,3020,59.6,400,7.9,79,1.6,1210,23.9,2769,54.6,20,6,209,62.2
'146903,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,2.9,.,.,.,.,.,.,19,12.4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,174,1,0.6,18,10.3,5,2.9,0,0,62,35.6,21,12.1,17,9.8,21,12.1,19,10.9,21,12.1,15,8.6,11,6.3,15,8.6,0,0,0,0,0,0,0,0,0,0,0,0,22,12.6,12,6.9,38,21.8,0,0,18,10.3,112,64.4,1,0.6,63,36.2,15,8.6,1,0.6,0,0,128,73.6,.,.,.,.
'146904,1,1.3,0,0,0,0,74,97.4,2,2.6,76,100,9,0.6,5,0.8,3,3.9,7,9.1999999999999993,0,0,244,19.399999999999999,5.9,5,1,0,2.5,0,4.8,1.1000000000000001,7.3,11.1,16.7,0,0,14.3,6.7,0,0,0,1297,1,0.1,27,2.1,47,3.6,15,1,663,51.1,118,9.1,93,7.2,82,6.3,104,8,91,7,88,6.8,108,8.3,87,6.7,95,7.3,106,8.2,77,5.9,62,4.8,2,0.2,50,3.9,108,8.3,76,5.9,145,11.2,7,0.5,27,2.1,634,48.9,1,0.1,649,50,83,6.4,31,2.4,306,23.6,1065,82.1,3,3.9,65,85.5
'146905,3,7,0,0,0,0,41,95.3,2,4.7,43,100,0,0,1,0.3,7,16.3,2,4.7,0,0,133,23.6,3.6,3.2,6.7,0,14.7,2.9,0,4.5,3,0,0,0,0,0,0,0,0,.,499,1,0.2,10,2,59,11.8,12,2,363,72.7,27,5.4,32,6.4,30,6,32,6.4,37,7.4,33,6.6,33,6.6,38,7.6,50,10,48,9.6,47,9.4,42,8.4,0,0,13,2.6,24,4.8,26,5.2,32,6.4,1,0.2,10,2,136,27.3,0,0,274,54.9,40,8,19,3.8,166,33.3,387,77.6,4,9.3000000000000007,31,72.099999999999994
'146906,0,0,0,0,0,0,99,84.6,18,15.4,117,100,0,0,3,0.3,23,19.7,27,23.1,0,0,335,16.3,3.3,3.4,0.8,0,3.9,2,0.6,2,3.2,0,0,0,0,0,0,0,16.7,0,2067,12,0.6,292,14.1,365,17.7,32,1.4,1237,59.8,173,8.4,159,7.7,155,7.5,131,6.3,153,7.4,135,6.5,154,7.5,166,8,174,8.4,175,8.5,107,5.2,128,6.2,2,0.1,193,9.3,164,7.9,91,4.4,675,32.7,16,0.8,303,14.7,830,40.2,1,0,1247,60.3,155,7.5,26,1.3,503,24.3,972,47,7,6,67,57.3
'146907,2,1.4,0,0,0,0,90,64.3,50,35.700000000000003,140,100,3,0.1,31,3.3,2,1.4,7,5,0,0,255,13.9,1.5,6.3,0,0,0.7,0.8,0.7,0.7,0.8,0,10,4.5,0,0,0,0,6.7,0,1880,2,0.1,24,1.3,14,0.7,63,3.1,896,47.7,144,7.7,150,8,113,6,153,8.1,138,7.3,161,8.6,136,7.2,156,8.3,153,8.1,163,8.7,127,6.8,111,5.9,1,0.1,66,3.5,131,7,43,2.3,151,8,10,0.5,25,1.3,984,52.3,1,0.1,779,41.4,137,7.3,27,1.4,455,24.2,1675,89.1,11,7.9,129,92.1
'147901,2,10,0,0,0,0,15,75,5,25,20,100,0,0,1,0.8,4,20,9,45,0,0,44,14.1,8.3000000000000007,11.1,14.3,0,0,0,0,0,0,0,0,16.7,0,0,0,.,0,0,325,0,0,47,14.5,79,24.3,4,1.1000000000000001,270,83.1,25,7.7,27,8.3,38,11.7,24,7.4,34,10.5,24,7.4,30,9.2,13,4,17,5.2,29,8.9,14,4.3,14,4.3,0,0,5,1.5,21,6.5,15,4.6,154,47.4,1,0.3,47,14.5,55,16.9,0,0,219,67.4,55,16.9,9,2.8,65,20,82,25.2,5,25,5,25
'147902,3,2.4,2,1.6,0,0,90,71.400000000000006,36,28.6,126,100,11,0.5,14,1.7,14,11.1,21,16.7,2,1.6,312,18.7,0.8,1,0,0,0.9,0,0.9,0,0,0,6.3,0,0,5.6,0,0,4.8,0,1855,17,0.9,54,2.9,260,14,8,0.4,1135,61.2,136,7.3,147,7.9,107,5.8,133,7.2,118,6.4,140,7.5,141,7.6,134,7.2,115,6.2,131,7.1,117,6.3,106,5.7,3,0.2,110,5.9,140,7.5,187,10.1,363,19.6,33,1.8,54,2.9,720,38.8,4,0.2,922,49.7,211,11.4,41,2.2,479,25.8,1137,61.3,15,11.9,84,66.7
'147903,5,4.0999999999999996,2,1.7,0,0,102,84.3,19,15.7,121,100,2,0.1,1,0.1,43,35.5,36,29.8,0,0,272,14.4,6.9,2,2.5,0,0.7,0,0,0.9,1.9,35,9.1,0,0,0,13.3,0,4,27.3,1977,22,1.1,269,13.6,594,30,68,3.1,1648,83.4,176,8.9,147,7.4,152,7.7,119,6,133,6.7,135,6.8,123,6.2,134,6.8,166,8.4,131,6.6,119,6,152,7.7,6,0.3,67,3.4,144,7.3,140,7.1,841,42.5,0,0,281,14.2,329,16.6,0,0,1162,58.8,217,11,61,3.1,468,23.7,459,23.2,17,14,35,28.9
'148901,0,0,0,0,0,0,21,95.5,1,4.5,22,100,0,0,1,0.6,0,0,16,72.7,0,0,37,10.5,4.3,0,3.1,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,50,414,0,0,87,21,0,0,0,0,235,56.8,31,7.5,25,6,37,8.9,41,9.9,23,5.6,28,6.8,26,6.3,24,5.8,28,6.8,29,7,26,6.3,25,6,1,0.2,25,6,38,9.2,32,7.7,277,66.9,2,0.5,87,21,179,43.2,0,0,232,56,32,7.7,3,0.7,108,26.1,132,31.9,3,13.6,6,27.3
'148902,0,0,1,7.1,0,0,12,85.7,2,14.3,14,100,0,0,0,0,0,0,4,28.6,0,0,18,10.7,8.3000000000000007,0,0,0,0,0,10,11.1,9.1,0,0,0,0,0,0,0,.,.,179,2,1.1,11,6.1,0,0,0,0,93,52,14,7.8,12,6.7,12,6.7,12,6.7,12,6.7,13,7.3,14,7.8,12,6.7,8,4.5,14,7.8,13,7.3,17,9.5,2,1.1,4,2.2,13,7.3,11,6.1,42,23.5,1,0.6,11,6.1,86,48,0,0,48,26.8,13,7.3,3,1.7,45,25.1,131,73.2,0,0,9,64.3
'148903,0,0,0,0,0,0,3,60,2,40,5,100,0,0,0,0,1,20,1,20,0,0,24,18.600000000000001,0,0,0,0,14.3,16.7,0,14.3,0,.,0,0,0,0,0,0,0,0,138,0,0,4,2.9,3,2.2,0,0,80,58,17,12.3,7,5.1,11,8,14,10.1,9,6.5,9,6.5,6,4.3,11,8,9,6.5,13,9.4,9,6.5,9,6.5,0,0,6,4.3,8,5.8,6,4.3,25,18.1,0,0,4,2.9,58,42,0,0,73,52.9,19,13.8,1,0.7,36,26.1,109,79,2,40,3,60
'148905,1,6.7,0,0,0,0,12,80,3,20,15,100,0,0,1,1.4,0,0,2,13.3,0,0,23,18.7,23.1,11.1,16.7,0,0,0,0,0,25,.,.,0,.,.,0,0,.,.,113,0,0,2,1.8,0,0,0,0,74,65.5,9,8,10,8.8,8,7.1,5,4.4,6,5.3,7,6.2,8,7.1,12,10.6,7,6.2,8,7.1,5,4.4,9,8,0,0,6,5.3,10,8.8,9,8,51,45.1,1,0.9,2,1.8,39,34.5,1,0.9,33,29.2,7,6.2,2,1.8,55,48.7,58,51.3,2,13.3,12,80
'149901,3,3.3,0,0,0,0,90,98.9,1,1.1000000000000001,91,100,0,0,0,0,1,1.1000000000000001,44,48.4,2,2.2000000000000002,196,17.3,6.1,2.7,1.7,0,0,0,0,1.3,6,20,0,0,0,20,0,0,0,0,1121,4,0.4,28,2.5,9,0.8,25,2,453,40.4,76,6.8,72,6.4,84,7.5,76,6.8,85,7.6,97,8.7,89,7.9,92,8.2,98,8.7,92,8.2,75,6.7,78,7,1,0.1,115,10.3,89,7.9,17,1.5,611,54.5,3,0.3,30,2.7,668,59.6,0,0,306,27.3,83,7.4,8,0.7,342,30.5,486,43.4,9,9.9,41,45.1
'149902,0,0,0,0,0,0,38,80.900000000000006,9,19.100000000000001,47,100,0,0,0,0,0,0,29,61.7,0,0,163,24.6,4.3,4.9000000000000004,7.8,0,2.1,0,0,2.8,2,0,25,0,0,0,0,11.1,0,42.9,636,3,0.5,19,3,3,0.5,6,0.8,323,50.8,53,8.3,48,7.5,36,5.7,54,8.5,36,5.7,48,7.5,55,8.6,61,9.6,48,7.5,34,5.3,45,7.1,35,5.5,0,0,51,8,49,7.7,34,5.3,346,54.4,0,0,19,3,313,49.2,0,0,310,48.7,58,9.1,2,0.3,184,28.9,282,44.3,6,12.8,18,38.299999999999997
'150901,2,2.1,1,1,0,0,79,81.400000000000006,18,18.600000000000001,97,100,0,0,0,0,0,0,20,20.6,1,1,319,17.7,2.2999999999999998,5.5,0,1.8,0,0,0.9,0,1.8,0,0,0,0,0,5.6,0,0,20,1823,12,0.7,78,4.3,7,0.4,79,3.9,1079,59.2,130,7.1,151,8.3,136,7.5,139,7.6,134,7.4,147,8.1,149,8.2,123,6.7,136,7.5,119,6.5,121,6.6,120,6.6,1,0.1,143,7.8,155,8.5,62,3.4,392,21.5,12,0.7,78,4.3,744,40.8,0,0,844,46.3,183,10,49,2.7,559,30.7,1351,74.1,12,12.4,73,75.3
'152802,.,.,.,.,.,.,.,.,.,.,.,.,1,0.4,0,0,.,.,.,.,.,.,16,10.9,0,0,18.8,16.7,0,28.6,0,0,18.2,0,0,0,0,0,0,0,0,16.7,261,0,0,0,0,173,66.3,0,0,219,83.9,30,11.5,22,8.4,23,8.8,17,6.5,13,5,18,6.9,5,1.9,13,5,0,0,0,0,0,0,0,0,0,0,0,0,52,19.9,68,26.1,81,31,0,0,0,0,42,16.1,0,0,48,18.4,38,14.6,3,1.1,0,0,4,1.5,.,.,.,.
'152803,0,0,0,0,0,0,57,67.900000000000006,27,32.1,84,100,1,0.2,2,0.7,13,15.5,52,61.9,2,2.4,191,64.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,225,0,0,0,0,24,10.7,0,0,186,82.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14.2,59,26.2,61,27.1,73,32.4,0,0,0,0,0,0,0,0,178,79.1,1,0.4,0,0,39,17.3,0,0,213,94.7,34,15.1,3,1.3,32,14.2,19,8.4,7,8.3000000000000007,17,20.2
'152805,0,0,0,0,0,0,4,80,1,20,5,100,1,0.1,4,1.4,0,0,5,100,0,0,251,27.9,6.3,5.4,7.9,0,1.6,0,1.7,1.7,1.5,12.5,40,0,0,0,0,0,0,0,806,1,0.1,51,6.3,106,13.2,0,0,549,68.1,92,11.4,94,11.7,95,11.8,93,11.5,72,8.9,84,10.4,69,8.6,65,8.1,26,3.2,16,2,18,2.2,8,1,0,0,22,2.7,74,9.2,0,0,497,61.7,1,0.1,54,6.7,257,31.9,0,0,333,41.3,76,9.4,12,1.5,27,3.3,189,23.4,1,20,0,0
'152901,27,1.7,35,2.2000000000000002,2,0.1,1227,77.8,350,22.2,1577,100,8,0,10,0.1,197,12.5,743,47.1,5,0.3,7040,24.1,6.5,3.4,2.6,1,2.1,0.1,0.2,0.4,3.9,14.6,3.4,2.6,0.3,1.7,0.3,0,1.6,19.8,29029,486,1.7,1253,4.3,3920,13.5,713,2.2999999999999998,19464,67.1,2634,9.1,2247,7.7,2259,7.8,2181,7.5,2179,7.5,2037,7,2053,7.1,2080,7.2,2075,7.1,1895,6.5,1714,5.9,1549,5.3,73,0.3,782,2.7,2577,8.9,1476,5.1,16617,57.2,106,0.4,1024,3.5,9565,32.9,19,0.1,12724,43.8,3115,10.7,539,1.9,6284,21.6,7342,25.3,150,9.5,568,36
'152902,0,0,0,0,0,0,42,87.5,6,12.5,48,100,0,0,0,0,0,0,27,56.3,0,0,140,19.399999999999999,7.1,4.7,2,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,746,0,0,13,1.7,11,1.5,10,1.2,418,56,52,7,63,8.4,51,6.8,55,7.4,46,6.2,58,7.8,59,7.9,64,8.6,60,8,47,6.3,53,7.1,55,7.4,0,0,31,4.2,54,7.2,29,3.9,367,49.2,3,0.4,13,1.7,328,44,0,0,407,54.6,61,8.2,23,3.1,232,31.1,342,45.8,8,16.7,21,43.8
'152903,0,0,0,0,0,0,67,88.2,9,11.8,76,100,0,0,3,0.5,5,6.6,53,69.7,1,1.3,210,17.600000000000001,9,4.7,2.2000000000000002,0,1.3,0,0,0,1.2,0,0,0,0,0,0,0,0,6.3,1290,1,0.1,59,4.6,65,5,21,1.5,977,75.7,107,8.3,99,7.7,102,7.9,94,7.3,100,7.8,87,6.7,90,7,86,6.7,94,7.3,84,6.5,76,5.9,86,6.7,16,1.2,72,5.6,90,7,79,6.1,865,67.1,3,0.2,59,4.6,313,24.3,0,0,634,49.1,162,12.6,17,1.3,312,24.2,339,26.3,7,9.1999999999999993,17,22.4
'152906,20,9.8000000000000007,5,2.5,0,0,183,89.7,21,10.3,204,100,1,0,0,0,1,0.5,59,28.9,0,0,555,12.8,6.8,2.8,2,1.7,0.6,0.9,1,0.3,7.7,5.9,8.6999999999999993,0,0,0,0,0,0,20,4956,74,1.5,114,2.3,65,1.3,65,1.3,1646,33.2,457,9.2,403,8.1,417,8.4,405,8.2,396,8,401,8.1,369,7.4,337,6.8,321,6.5,323,6.5,263,5.3,237,4.8,18,0.4,166,3.3,448,9,161,3.2,1651,33.3,21,0.4,114,2.3,3310,66.8,1,0,1459,29.4,375,7.6,99,2,972,19.6,3045,61.4,27,13.2,119,58.3
'152907,11,2.2999999999999998,8,1.7,1,0.2,457,94.4,27,5.6,484,100,1,0,3,0.1,18,3.7,165,34.1,2,0.4,1336,17,6.7,3.5,1.5,1.1000000000000001,0.9,0.2,0,0.2,3.4,28.3,1.8,3,0,0,11.5,2.2000000000000002,2.5,11.1,8363,244,2.9,265,3.2,306,3.7,153,1.8,3102,37.1,767,9.2,627,7.5,642,7.7,633,7.6,645,7.7,636,7.6,703,8.4,626,7.5,625,7.5,580,6.9,512,6.1,461,5.5,26,0.3,763,9.1,722,8.6,158,1.9,3164,37.8,28,0.3,253,3,5261,62.9,11,0.1,2525,30.2,620,7.4,177,2.1,2448,29.3,4433,53,30,6.2,279,57.6
'152908,0,0,0,0,0,0,51,83.6,10,16.399999999999999,61,100,0,0,4,0.8,2,3.3,35,57.4,0,0,266,24.2,6.2,1.3,0,0,1.6,0,0,1.4,10.4,28.6,0,0,0,0,0,0,0,40,1051,5,0.5,38,3.6,47,4.5,27,2.1,792,75.4,94,8.9,85,8.1,82,7.8,72,6.9,84,8,74,7,76,7.2,86,8.2,81,7.7,70,6.7,68,6.5,60,5.7,0,0,40,3.8,81,7.7,38,3.6,570,54.2,6,0.6,38,3.6,259,24.6,2,0.2,678,64.5,104,9.9,13,1.2,272,25.9,408,38.8,10,16.399999999999999,24,39.299999999999997
'152909,0,0,0,0,0,0,92,86,15,14,107,100,1,0.1,0,0,2,1.9,35,32.700000000000003,1,0.9,170,11.7,3.4,1.6,6.2,2.2000000000000002,2.1,0,0,0,3.2,30,0,0,0,0,0,0,0,0,1585,1,0.1,31,2,15,0.9,19,1.1000000000000001,646,40.8,124,7.8,132,8.3,144,9.1,101,6.4,108,6.8,111,7,112,7.1,130,8.2,114,7.2,117,7.4,108,6.8,98,6.2,2,0.1,131,8.3,118,7.4,66,4.2,496,31.3,6,0.4,32,2,939,59.2,0,0,673,42.5,121,7.6,20,1.3,434,27.4,1047,66.1,11,10.3,69,64.5
'152910,0,0,0,0,0,0,60,88.2,8,11.8,68,100,2,0.2,0,0,0,0,27,39.700000000000003,0,0,95,10.7,8.1999999999999993,3.1,2.2999999999999998,1.6,0,0,4.5,0,3.6,0,0,0,0,0,0,0,0,25,982,0,0,19,1.9,7,0.7,19,1.9,383,39,67,6.8,80,8.1,69,7,61,6.2,68,6.9,64,6.5,77,7.8,79,8,57,5.8,88,9,63,6.4,87,8.9,3,0.3,52,5.3,81,8.2,38,3.9,422,43,0,0,19,1.9,599,61,0,0,309,31.5,78,7.9,4,0.4,315,32.1,549,55.9,5,7.4,41,60.3
'153903,0,0,0,0,0,0,10,90.9,1,9.1,11,100,0,0,0,0,0,0,5,45.5,0,0,32,12.1,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,.,0,0,298,0,0,21,7,1,0.3,5,1.6,239,80.2,28,9.4,23,7.7,24,8.1,21,7,24,8.1,20,6.7,20,6.7,27,9.1,21,7,14,4.7,19,6.4,17,5.7,1,0.3,14,4.7,22,7.4,17,5.7,212,71.1,1,0.3,21,7,59,19.8,1,0.3,189,63.4,19,6.4,0,0,94,31.5,83,27.9,0,0,6,54.5
'153904,0,0,0,0,0,0,28,96.6,1,3.4,29,100,0,0,2,0.7,3,10.3,14,48.3,0,0,78,14.2,2.6,2.2999999999999998,2.7,2.2999999999999998,6.3,0,0,2.4,1.6,0,12.5,25,0,0,0,0,0,0,626,2,0.3,15,2.4,25,4,4,0.6,408,65.2,69,11,45,7.2,51,8.1,40,6.4,47,7.5,33,5.3,44,7,28,4.5,50,8,43,6.9,47,7.5,47,7.5,1,0.2,34,5.4,47,7.5,34,5.4,374,59.7,2,0.3,15,2.4,218,34.8,1,0.2,273,43.6,49,7.8,10,1.6,219,35,212,33.9,1,3.4,12,41.4
'153905,0,0,0,0,0,0,15,100,0,0,15,100,0,0,0,0,2,13.3,2,13.3,0,0,29,12.9,4,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,.,0,301,0,0,9,3,0,0,0,0,103,34.2,31,10.3,28,9.3,18,6,18,6,27,9,17,5.6,14,4.7,13,4.3,17,5.6,19,6.3,17,5.6,15,5,0,0,0,0,36,12,31,10.3,96,31.9,1,0.3,11,3.7,198,65.8,0,0,70,23.3,20,6.6,3,1,68,22.6,201,66.8,0,0,11,73.3
'153907,0,0,0,0,0,0,8,72.7,3,27.3,11,100,0,0,0,0,0,0,8,72.7,0,0,48,33.6,0,12.5,0,0,0,0,0,0,0,.,.,.,.,0,0,0,0,.,135,0,0,13,9.6,2,1.5,1,0.6,94,69.6,15,11.1,8,5.9,9,6.7,9,6.7,7,5.2,11,8.1,11,8.1,10,7.4,9,6.7,3,2.2,4,3,16,11.9,0,0,5,3.7,8,5.9,15,11.1,95,70.4,0,0,14,10.4,41,30.4,0,0,88,65.2,14,10.4,0,0,31,23,38,28.1,2,18.2,3,27.3
'154901,1,0.6,1,0.6,0,0,133,85.3,23,14.7,156,100,1,0,0,0,22,14.1,47,30.1,1,0.6,309,14.6,8.3000000000000007,3.4,0.9,0,1.4,1.2,3.3,2.1,1.8,23.1,0,0,0,0,0,0,0,9.1,2333,17,0.7,321,13.8,491,21,53,2.1,1740,74.6,195,8.4,157,6.7,166,7.1,135,5.8,171,7.3,163,7,187,8,164,7,160,6.9,185,7.9,141,6,156,6.7,4,0.2,49,2.1,172,7.4,177,7.6,749,32.1,5,0.2,324,13.9,593,25.4,0,0,964,41.3,163,7,52,2.2,610,26.1,1019,43.7,11,7.1,84,53.8
'154903,1,8.3000000000000007,0,0,0,0,11,91.7,1,8.3000000000000007,12,100,0,0,2,1.2,0,0,4,33.299999999999997,1,8.3000000000000007,66,19.399999999999999,0,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,50,351,6,1.7,9,2.6,1,0.3,3,0.8,233,66.4,19,5.4,22,6.3,18,5.1,24,6.8,31,8.8,23,6.6,33,9.4,42,12,37,10.5,14,4,15,4.3,26,7.4,0,0,17,4.8,27,7.7,20,5.7,41,11.7,1,0.3,10,2.8,118,33.6,0,0,152,43.3,37,10.5,3,0.9,134,38.2,299,85.2,1,8.3000000000000007,6,50
