DISTRICT,DAUND18C,DAUND18R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRA9R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSA9R,DPERSAKR,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSAUC,DPETSAUP,DPETSBHC,DPETSBHP,DPETSIMC,DPETSINC,DPETSINP,DPETSNOC,DPETSNOP,DPETSPEC,DPETSPEP,DPETSPHC,DPETSPHP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
'057829,3,0.5,115,9.3,2.6,0,0,0,0,0,0,0,1.1000000000000001,0,0,0,0,0,0,0,0,0,0,0,35,2.5,1409,7,0.5,690,49,53,3.8,0,0,34,2.4,1270,90.1,94,6.7,80,5.7,106,7.5,104,7.4,116,8.2,126,8.9,109,7.7,108,7.7,103,7.3,103,7.3,92,6.5,71,5,0,0,32,2.3,110,7.8,87,6.2,1276,90.6,2,0.1,702,49.8,139,9.9,0,0,912,64.7,9,6.8,13,9.8,132,94,71.2,0,0,132,9.4,16,12.1,10,0.7,424,30.1,61,4.3
'057830,3,0.5,76,6.3,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2.3,1353,0,0,566,41.8,113,8.4,0,0,24,1.8,1271,93.9,93,6.9,96,7.1,98,7.2,99,7.3,102,7.5,102,7.5,107,7.9,107,7.9,105,7.8,98,7.2,76,5.6,82,6.1,0,0,42,3.1,94,6.9,94,6.9,1212,89.6,1,0.1,578,42.7,82,6.1,1,0.1,669,49.4,7,5.8,13,10.7,121,83,68.6,0,0,121,8.9,18,14.9,8,0.6,344,25.4,18,1.3
'057831,0,0,56,11.7,0,0,2.6,0,4.2,0,2.2999999999999998,0,2.5,0,0,0,0,.,0,0,0,0,14.3,.,13,1.7,758,0,0,0,0,719,94.9,0,0,1,0.1,688,90.8,44,5.8,40,5.3,24,3.2,30,4,24,3.2,48,6.3,50,6.6,55,7.3,36,4.7,42,5.5,28,3.7,29,3.8,0,0,7,0.9,76,10,232,30.6,30,4,1,0.1,1,0.1,70,9.2,0,0,352,46.4,-1,-1,-1,-1,32,21,65.6,0,0,32,4.2,7,21.9,5,0.7,162,21.4,3,0.4
'057833,0,0,98,18.4,0,4.3,6.2,3.2,0,3.9,0,0,.,7,10,0,0,0,0,0,0,0,.,20,126,21.2,595,25,4.2,47,7.9,124,20.8,0,0,36,6.1,328,55.1,61,10.3,80,13.4,61,10.3,68,11.4,72,12.1,59,9.9,50,8.4,47,7.9,0,0,0,0,0,0,0,0,0,0,28,4.7,77,12.9,20,3.4,158,26.6,1,0.2,49,8.2,267,44.9,1,0.2,177,29.7,6,10.2,17,28.8,59,20,33.9,0,0,59,9.9,16,27.1,17,2.9,0,0,269,45.2
'057834,8,0.6,1041,78.2,.,.,.,.,.,.,.,.,42,.,.,.,.,.,.,.,.,.,55.6,.,32,3.9,827,4,0.5,68,8.2,392,47.4,0,0,1,0.1,633,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,19.7,187,22.6,236,28.5,241,29.1,0,0,0,0,0,0,0,0,332,40.1,2,0.2,69,8.3,194,23.5,2,0.2,757,91.5,-1,-1,-3,-3,75,47,62.7,0,0,75,9.1,0,0,4,0.5,582,70.4,91,11
'057835,0,0,69,7.4,2.5,3.6,3,2.2999999999999998,2.4,2.9,0,0,.,0,0,0,0,0,0,0,0,0,.,0,36,2.3,1532,2,0.1,851,55.5,98,6.4,0,0,5,0.3,1528,99.7,176,11.5,156,10.2,138,9,144,9.4,94,6.1,97,6.3,81,5.3,71,4.6,35,2.3,0,0,0,0,0,0,0,0,49,3.2,177,11.6,363,23.7,1414,92.3,3,0.2,905,59.1,4,0.3,0,0,906,59.1,6,8,9,12,75,45,60,0,0,75,4.9,15,20,2,0.1,104,6.8,13,0.8
'057836,0,0,11,3.7,0,0,3.1,3.4,3.4,2.8,0,3.1,.,0,0,0,0,0,0,0,0,0,.,.,11,3.6,308,0,0,0,0,295,95.8,0,0,6,1.9,224,72.7,37,12,29,9.4,38,12.3,33,10.7,39,12.7,31,10.1,34,11,30,9.7,0,0,0,0,0,0,0,0,0,0,32,10.4,37,12,0,0,7,2.3,0,0,0,0,84,27.3,0,0,109,35.4,-1,-1,-1,-1,21,17,81,0,0,21,6.8,-1,-1,6,1.9,0,0,0,0
'057839,3,1.6,28,3.7,2.4,0,4.8,1.4,3.7,1.2,0,0,.,0,50,22.2,0,0,0,0,0,0,.,0,15,1.4,1096,2,0.2,680,62,1,0.1,2,0.2,2,0.2,945,86.2,91,8.3,88,8,90,8.2,91,8.3,92,8.4,102,9.3,100,9.1,92,8.4,0,0,0,0,0,0,0,0,0,0,1,0.1,90,8.2,260,23.7,1074,98,1,0.1,688,62.8,151,13.8,0,0,865,78.9,-3,-3,7,6.9,102,60,58.8,-1,-1,102,9.3,28,27.5,2,0.2,0,0,16,1.5
'057840,2,0.3,168,23.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,592,153,25.8,13,2.2,146,24.7,0,0,0,0,131,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,43.6,334,56.4,0,0,0,0,0,0,0,0,175,29.6,3,0.5,14,2.4,461,77.9,2,0.3,69,11.7,-1,-1,-1,-1,-1,0,0,0,0,3,0.5,0,0,8,1.4,491,82.9,105,17.7
'057841,0,0,60,12,1.2,1.2,0,0,0,2.6,0,6.3,.,0,0,0,0,0,0,0,0,0,.,0,16,1.8,878,2,0.2,478,54.4,120,13.7,0,0,0,0,805,91.7,114,13,94,10.7,88,10,89,10.1,77,8.8,54,6.2,52,5.9,27,3.1,14,1.6,0,0,0,0,0,0,0,0,0,0,95,10.8,174,19.8,734,83.6,3,0.3,484,55.1,73,8.3,0,0,753,85.8,5,9.1,10,18.2,55,19,34.5,0,0,55,6.3,21,38.2,4,0.5,0,0,15,1.7
'057844,6,2.8,216,23.5,1,0,1.3,1.2,0,0,3.8,0,0,1.1000000000000001,0,0,0,9.1,0,0,0,0,0,0,21,2.4,891,278,31.2,285,32,275,30.9,0,0,5,0.6,419,47,94,10.5,106,11.9,98,11,85,9.5,73,8.2,102,11.4,68,7.6,52,5.8,31,3.5,21,2.4,11,1.2,21,2.4,0,0,0,0,84,9.4,45,5.1,56,6.3,9,1,297,33.3,472,53,0,0,363,40.7,11,19.6,7,12.5,56,25,44.6,0,0,56,6.3,13,23.2,18,2,0,0,255,28.6
'057845,3,1,77,10.3,5.0999999999999996,1.7,1.6,3.3,0,1.6,0,0,0,0,14.3,0,0,0,0,0,0,0,0,25,57,6.8,844,29,3.4,52,6.2,101,12,0,0,41,4.9,298,35.3,82,9.7,70,8.3,72,8.5,71,8.4,71,8.4,76,9,67,7.9,67,7.9,67,7.9,49,5.8,49,5.8,34,4,0,0,0,0,69,8.2,0,0,340,40.3,5,0.6,54,6.4,546,64.7,2,0.2,134,15.9,-1,-1,-1,-1,38,13,34.2,0,0,38,4.5,22,57.9,19,2.3,95,11.3,348,41.2
'057846,21,3.4,238,16.8,0.9,0,0,0,0,0,0.8,1,6.7,1,0,0,0,0,0,0,0,0,0,0,59,4.2,1390,18,1.3,475,34.2,283,20.4,0,0,44,3.2,1069,76.9,111,8,124,8.9,120,8.6,128,9.2,119,8.6,138,9.9,114,8.2,130,9.4,93,6.7,69,5,75,5.4,60,4.3,0,0,69,5,109,7.8,0,0,945,68,6,0.4,494,35.5,321,23.1,1,0.1,838,60.3,10,8.3,28,23.1,121,47,38.8,0,0,121,8.7,36,29.8,26,1.9,405,29.1,111,8
'057847,1,0.2,94,10.9,1.8,0,0,1.6,3.9,0,0,1.1000000000000001,0,7.1,0,0,0,0,12.5,0,0,0,0,0,57,5.1,1114,18,1.6,45,4,411,36.9,0,0,0,0,452,40.6,80,7.2,87,7.8,87,7.8,87,7.8,92,8.3,100,9,95,8.5,95,8.5,94,8.4,62,5.6,37,3.3,40,3.6,0,0,0,0,79,7.1,79,7.1,359,32.2,4,0.4,47,4.2,662,59.4,0,0,54,4.8,5,7.7,7,10.8,65,31,47.7,0,0,65,5.8,22,33.8,64,5.7,233,20.9,258,23.2
'057848,339,6.9,2914,18.2,1.1000000000000001,0.6,0.2,0.3,0.2,0.1,0.2,0.2,1.1000000000000001,0.3,1.3,0,0,0,0,0,0,0,0,0,882,4.8,18261,814,4.5,12764,69.9,5319,29.1,0,0,246,1.3,11548,63.2,1927,10.6,1964,10.8,1888,10.3,1878,10.3,1870,10.2,1864,10.2,1725,9.4,1433,7.8,686,3.8,515,2.8,346,1.9,285,1.6,0,0,1009,5.5,1880,10.3,0,0,9085,49.8,44,0.2,4813,26.4,6713,36.8,13,0.1,10363,56.7,104,10.6,169,17.3,978,381,39,5,0.5,978,5.4,319,32.6,586,3.2,1832,10,2400,13.1
'057849,2,1.7,237,52.8,2.9,3.1,0,.,.,0,0,0,.,0,0,0,0,.,.,0,0,0,.,0,7,2.3,298,0,0,21,7,241,80.9,0,0,5,1.7,289,97,39,13.1,40,13.4,38,12.8,22,7.4,0,0,29,9.7,38,12.8,32,10.7,0,0,0,0,0,0,0,0,0,0,6,2,37,12.4,23,7.7,49,16.4,0,0,22,7.4,9,3,0,0,177,59.4,-1,-1,7,25.9,27,12,44.4,0,0,27,9.1,-1,-1,8,2.7,0,0,0,0
'057850,1,0.4,77,22.3,.,.,.,.,.,2.2000000000000002,0,0,3.6,.,.,.,.,.,.,0,0,0,0,.,2,0.3,618,10,1.6,127,20.6,71,11.5,0,0,0,0,370,59.9,24,3.9,17,2.8,20,3.2,23,3.7,15,2.4,189,30.6,126,20.4,110,17.8,62,10,18,2.9,0,0,0,0,0,0,106,17.2,14,2.3,0,0,317,51.3,3,0.5,126,20.4,248,40.1,1,0.2,309,50,-1,-1,9,29,31,-3,-3,0,0,31,5,10,32.3,22,3.6,79,12.8,194,31.4
'057851,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,23,5,21.7,5,21.7,6,26.1,0,0,1,4.3,7,30.4,3,13,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26.1,13,56.5,6,26.1,0,0,5,21.7,16,69.6,0,0,8,34.8,-3,-3,0,0,7,-1,-1,0,0,7,30.4,0,0,2,8.7,0,0,4,17.4
'057903,2,0,3829,15.5,1.8,0.3,0.1,0.1,0.1,0,0.1,0.1,14.1,1.3,1.5,1.5,0,0,0.3,0,0,1.1000000000000001,22.6,3.9,995,3.9,25525,3023,11.8,8050,31.5,4271,16.7,467,1.7,347,1.4,16681,65.4,1846,7.2,1853,7.3,1874,7.3,1924,7.5,1953,7.7,1905,7.5,1803,7.1,1759,6.9,2192,8.6,1811,7.1,1769,6.9,1584,6.2,155,0.6,1922,7.5,2020,7.9,1077,4.2,14175,55.5,88,0.3,7745,30.3,8844,34.6,13,0.1,13083,51.3,654,21.3,497,16.2,3073,1104,35.9,41,1.3,3073,12,777,25.3,721,2.8,5245,20.5,3234,12.7
'057904,8,0.2,1250,15.7,2.6,0.7,0.6,1,0.8,0.5,1.1000000000000001,0.5,12,1.6,6.5,0,1.6,2.2000000000000002,0,0,0,1.6,20.3,8.8000000000000007,291,3.7,7779,87,1.1,608,7.8,5151,66.2,238,2.8,120,1.5,5237,67.3,427,5.5,496,6.4,480,6.2,578,7.4,585,7.5,580,7.5,678,8.7,611,7.9,730,9.4,659,8.5,616,7.9,632,8.1,14,0.2,367,4.7,430,5.5,263,3.4,1947,25,19,0.2,585,7.5,2542,32.7,7,0.1,3750,48.2,111,17.4,135,21.2,638,284,44.5,8,1.3,638,8.2,100,15.7,280,3.6,2251,28.9,288,3.7
'057905,199,0.3,28817,19.1,2.6,2.2999999999999998,1.6,1,1.1000000000000001,1.1000000000000001,1.5,1.2,10.9,0.7,3.1,3.7,1.7,0.6,0.7,1.4,1.3,1,17.3,2.4,6619,4.3,155030,2057,1.3,66410,42.8,34082,22,1889,1.1,4460,2.9,133678,86.2,11225,7.2,11291,7.3,11509,7.4,12184,7.9,12241,7.9,11115,7.2,10536,6.8,10422,6.7,12109,7.8,10571,6.8,9344,6,8575,5.5,193,0.1,23278,15,10959,7.1,12756,8.2,107897,69.6,827,0.5,69224,44.7,21352,13.8,103,0.1,97476,62.9,2846,20.8,2767,20.2,13709,5666,41.3,-1,-1,13709,8.8,-3,-3,1309,0.8,36630,23.6,8755,5.6
'057906,70,1.3,2485,23.9,2.6,3.3,1.8,1,1.7,0,0.3,0.4,12.9,1.2,2.8,1.6,1.6,0,0,0,0,0,19.2,3.4,387,4.1,9390,26,0.3,759,8.1,7064,75.2,265,2.4,136,1.4,7031,74.9,495,5.3,592,6.3,560,6,653,7,658,7,724,7.7,773,8.2,766,8.2,883,9.4,834,8.9,751,8,710,7.6,27,0.3,703,7.5,467,5,497,5.3,1839,19.6,21,0.2,665,7.1,2359,25.1,4,0,4838,51.5,132,15.2,184,21.2,869,400,46,13,1.5,869,9.3,140,16.1,241,2.6,2851,30.4,195,2.1
'057907,95,1.4,2536,19,2,0.8,0.4,0,0.6,0.1,0.2,0.4,4.5999999999999996,0.6,6.8,0,0,0,0,0,0,1,7.1,6.3,507,4,12674,147,1.2,2221,17.5,5024,39.6,404,2.9,192,1.5,9929,78.3,733,5.8,734,5.8,825,6.5,925,7.3,883,7,985,7.8,1018,8,1044,8.2,1194,9.4,1111,8.8,1157,9.1,1050,8.3,36,0.3,649,5.1,644,5.1,335,2.6,6779,53.5,52,0.4,2410,19,2745,21.7,10,0.1,8447,66.6,179,15.8,212,18.7,1134,489,43.1,18,1.6,1134,8.9,236,20.8,243,1.9,5711,45.1,419,3.3
'057909,76,0.3,7753,14,1.1000000000000001,0.8,0.4,0.2,0.5,0.4,0.2,0.3,5.5,0.9,3.1,1.8,0,0.6,0.4,0.5,0.3,0.6,11.5,4.0999999999999996,2547,4.6,55848,5074,9.1,16842,30.2,9873,17.7,599,1,1859,3.3,36245,64.9,3777,6.8,3750,6.7,3893,7,4137,7.4,4444,8,4360,7.8,4178,7.5,4284,7.7,4651,8.3,4387,7.9,4173,7.5,4085,7.3,208,0.4,4495,8,3572,6.4,1949,3.5,28474,51,896,1.6,17524,31.4,19603,35.1,45,0.1,28771,51.5,881,18.2,1042,21.5,4848,1483,30.6,20,0.4,4848,8.7,1422,29.3,1474,2.6,15834,28.4,10012,17.9
'057910,42,0.3,4825,16.7,3.1,2.4,0.4,0.3,0.4,0.4,0.7,0.7,6.6,0.8,7.1,1.5,0.5,0,0.9,0,1.5,2.8,20.6,2.7,1724,5.9,29137,958,3.3,9371,32.2,5245,18,467,1.5,1167,4,22282,76.5,1937,6.6,1977,6.8,1946,6.7,2242,7.7,2238,7.7,2182,7.5,2114,7.3,2063,7.1,2554,8.8,2406,8.3,2225,7.6,1865,6.4,91,0.3,1824,6.3,1781,6.1,1516,5.2,18916,64.9,104,0.4,8931,30.7,6855,23.5,42,0.1,18729,64.3,445,17.2,385,14.8,2593,1111,42.8,18,0.7,2593,8.9,634,24.5,581,2,8219,28.2,3291,11.3
'057911,6,0.2,173,2.6,1.6,0,0,0,0,0.2,0,0.2,0.4,3.1,1.8,1.5,0,0,0,0,0,0,10.5,11.6,857,12.6,6801,507,7.5,73,1.1,57,0.8,20,0.3,308,4.5,0,0,452,6.6,454,6.7,531,7.8,532,7.8,515,7.6,567,8.3,570,8.4,560,8.2,553,8.1,559,8.2,527,7.7,509,7.5,19,0.3,885,13,421,6.2,32,0.5,380,5.6,21,0.3,86,1.3,6801,100,10,0.1,721,10.6,143,23.9,173,28.9,599,79,13.2,8,1.3,599,8.8,196,32.7,182,2.7,1096,16.1,5644,83
'057912,21,0.1,4612,14.1,0.9,0.5,0.3,0.2,0.1,0,0.1,0.2,9.8000000000000007,0.4,1.4,1.9,0.4,0,0,0,0.5,1.5,10.4,4.3,1851,5.5,33392,1143,3.4,14400,43.1,4167,12.5,520,1.4,1500,4.5,24942,74.7,2270,6.8,2233,6.7,2390,7.2,2548,7.6,2602,7.8,2578,7.7,2476,7.4,2458,7.4,2878,8.6,2579,7.7,2280,6.8,2256,6.8,76,0.2,4412,13.2,2086,6.2,1682,5,24069,72.1,606,1.8,13699,41,8450,25.3,68,0.2,21887,65.5,416,15.4,461,17.1,2693,1177,43.7,29,1.1,2693,8.1,610,22.7,340,1,9778,29.3,2999,9
'057913,19,0.5,1423,20.3,4.2,2,1.1000000000000001,0.9,0.7,0.2,0.2,0.2,7.7,0.2,10,2.8,0,0,0,0,0,2,6.8,0,288,3.9,7344,16,0.2,535,7.3,5591,76.1,196,2.3,126,1.7,6470,88.1,477,6.5,474,6.5,510,6.9,509,6.9,543,7.4,515,7,529,7.2,498,6.8,595,8.1,570,7.8,489,6.7,439,6,16,0.2,624,8.5,485,6.6,695,9.5,1451,19.8,31,0.4,556,7.6,874,11.9,5,0.1,4324,58.9,74,12.2,108,17.7,609,335,55,6,1,609,8.3,86,14.1,131,1.8,2341,31.9,119,1.6
'057914,52,0.3,5826,14.5,1.5,0.8,0.4,0.3,0.8,0.1,0.2,0.1,5.2,1.4,4.8,2.2000000000000002,0.6,0.3,0.5,0.5,0,0.3,9.5,7.3,2838,7,40278,563,1.4,10430,25.9,9913,24.6,679,1.5,2786,6.9,31436,78,2569,6.4,2680,6.7,2850,7.1,3166,7.9,3239,8,3309,8.2,3278,8.1,3253,8.1,3286,8.2,3016,7.5,2882,7.2,2803,7,212,0.5,2435,6,2509,6.2,1226,3,23408,58.1,331,0.8,10720,26.6,8842,22,34,0.1,22437,55.7,534,12.6,978,23,4250,1685,39.6,49,1.2,4250,10.6,1004,23.6,805,2,11390,28.3,5224,13
'057916,7,0,6509,16.8,0.8,0.6,0.2,0.4,0.6,0.2,0.3,0.2,7.7,1.1000000000000001,2.2000000000000002,0.7,0.2,0,0.7,0.2,0.3,0,10.4,7,2751,7.1,38985,2742,7,10386,26.6,8635,22.1,386,0.9,1970,5.1,21697,55.7,3128,8,3051,7.8,3055,7.8,3196,8.2,3004,7.7,3034,7.8,2888,7.4,2764,7.1,2937,7.5,2784,7.1,2478,6.4,2205,5.7,228,0.6,3859,9.9,3130,8,1103,2.8,14725,37.8,100,0.3,10417,26.7,17288,44.3,53,0.1,19440,49.9,1020,22.4,710,15.6,4562,1575,34.5,75,1.6,4562,11.7,1182,25.9,1121,2.9,10667,27.4,11609,29.8
'057919,0,0,73,4.3,1,0,0,0,0,0,0,0,0,5,18.2,0,0,0,0,0,0,0,0,25,171,9.1,1880,430,22.9,89,4.7,189,10.1,3,0.2,51,2.7,285,15.2,125,6.6,123,6.5,159,8.5,147,7.8,143,7.6,151,8,162,8.6,145,7.7,153,8.1,152,8.1,130,6.9,117,6.2,3,0.2,193,10.3,138,7.3,32,1.7,216,11.5,2,0.1,92,4.9,1595,84.8,1,0.1,399,21.2,-3,-3,36,19.5,185,77,41.6,-1,-1,185,9.8,47,25.4,64,3.4,539,28.7,978,52
'057922,1,0,921,7.6,0.2,0.1,0,0.1,0,0,0,0,1.3,1.1000000000000001,3,0,0,1.4,1.3,0,0,0,5.4,5.5,859,6.7,12857,6398,49.8,1768,13.8,554,4.3,52,0.4,509,4,1282,10,875,6.8,964,7.5,910,7.1,951,7.4,1010,7.9,1067,8.3,1070,8.3,1090,8.5,1030,8,1036,8.1,971,7.6,881,6.9,36,0.3,2012,15.6,845,6.6,121,0.9,1718,13.4,44,0.3,1550,12.1,11575,90,12,0.1,2966,23.1,193,22.8,226,26.7,847,218,25.7,18,2.1,847,6.6,192,22.7,378,2.9,3159,24.6,3753,29.2
'058902,0,0,32,23.9,15.4,7.1,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,.,0,0,3,2.8,108,0,0,10,9.3,0,0,0,0,3,2.8,69,63.9,11,10.2,15,13.9,19,17.6,11,10.2,11,10.2,10,9.3,8,7.4,3,2.8,4,3.7,2,1.9,1,0.9,1,0.9,0,0,6,5.6,12,11.1,0,0,73,67.6,0,0,10,9.3,39,36.1,0,0,57,52.8,0,0,-1,-1,7,-1,-1,0,0,7,6.5,-1,-1,4,3.7,4,3.7,31,28.7
'058905,0,0,17,7.6,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,1,0.4,260,1,0.4,16,6.2,4,1.5,0,0,3,1.2,84,32.3,22,8.5,17,6.5,25,9.6,20,7.7,23,8.8,18,6.9,19,7.3,11,4.2,21,8.1,12,4.6,14,5.4,14,5.4,0,0,19,7.3,24,9.2,20,7.7,81,31.2,2,0.8,16,6.2,176,67.7,0,0,58,22.3,0,0,0,0,10,-3,-3,0,0,10,3.8,-1,-1,2,0.8,72,27.7,170,65.4
'058906,0,0,336,18.2,12.1,5,0.8,1.7,0.7,0,0,0,6.7,4.9000000000000004,25,0,0,0,0,0,0,0,12.5,27.3,177,9.4,1879,15,0.8,97,5.2,67,3.6,53,2.5,161,8.6,1420,75.6,160,8.5,117,6.2,136,7.2,127,6.8,134,7.1,177,9.4,157,8.4,135,7.2,139,7.4,118,6.3,116,6.2,133,7.1,5,0.3,148,7.9,131,7,94,5,1558,82.9,3,0.2,105,5.6,459,24.4,0,0,1240,66,15,7,18,8.4,215,141,65.6,9,4.2,215,11.4,32,14.9,3,0.2,633,33.7,233,12.4
'058909,0,0,19,8.5,5,4.2,8.3000000000000007,9.5,4.8,0,0,0,0,0,100,0,0,0,.,0,0,0,0,.,13,5.2,252,2,0.8,35,13.9,3,1.2,0,0,9,3.6,138,54.8,28,11.1,21,8.3,28,11.1,18,7.1,16,6.3,22,8.7,18,7.1,17,6.7,16,6.3,18,7.1,5,2,11,4.4,0,0,22,8.7,19,7.5,15,6,103,40.9,4,1.6,35,13.9,114,45.2,0,0,105,41.7,-1,-1,-1,-1,17,11,64.7,0,0,17,6.7,-1,-1,1,0.4,67,26.6,139,55.2
'059901,2,0.1,640,16,1.9,2.8,0.4,0.7,0.4,0,0,0.4,7,5,0,0,4.2,0,0,0,0,13.8,14.3,32.299999999999997,176,4.3,4086,12,0.3,712,17.4,23,0.6,134,3,171,4.2,3325,81.4,257,6.3,299,7.3,275,6.7,292,7.1,309,7.6,295,7.2,305,7.5,294,7.2,324,7.9,319,7.8,271,6.6,254,6.2,16,0.4,125,3.1,295,7.2,281,6.9,3628,88.8,8,0.2,750,18.4,761,18.6,2,0,2495,61.1,22,5.7,55,14.3,384,219,57,0,0,384,9.4,88,22.9,10,0.2,1269,31.1,403,9.9
'059902,0,0,8,8.2,0,0,7.7,0,0,0,.,.,.,0,0,0,0,0,0,0,.,.,.,0,5,3.4,146,0,0,13,8.9,0,0,0,0,5,3.4,89,61,20,13.7,19,13,20,13.7,17,11.6,20,13.7,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,23,15.8,11,7.5,124,84.9,0,0,16,11,57,39,0,0,74,50.7,0,0,0,0,16,9,56.3,0,0,16,11,7,43.8,0,0,0,0,22,15.1
'060902,1,0.3,88,11.6,2.1,0,1.7,1.9,0,9.4,0,0,3.3,0,0,0,0,0,0,0,0,0,0,25,110,13.6,809,5,0.6,16,2,75,9.3,15,1.7,66,8.2,548,67.7,59,7.3,50,6.2,60,7.4,64,7.9,52,6.4,62,7.7,57,7,57,7,59,7.3,71,8.8,51,6.3,55,6.8,1,0.1,85,10.5,54,6.7,57,7,109,13.5,8,1,18,2.2,261,32.3,1,0.1,199,24.6,-3,-3,20,23.5,85,33,38.8,-1,-1,85,10.5,20,23.5,36,4.4,228,28.2,575,71.1
'060914,0,0,46,25.8,23.1,22.2,10,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,11,6.5,168,5,3,6,3.6,55,32.7,0,0,13,7.7,148,88.1,14,8.3,15,8.9,5,3,10,6,17,10.1,7,4.2,11,6.5,12,7.1,15,8.9,13,7.7,5,3,10,6,0,0,6,3.6,12,7.1,22,13.1,14,8.3,0,0,6,3.6,20,11.9,0,0,85,50.6,-1,-1,7,25.9,27,12,44.4,0,0,27,16.1,-3,-3,7,4.2,41,24.4,87,51.8
'061802,0,0,142,31.9,9.1,0,0,2.9,4.3,0,0,0,.,0,11.1,0,0,0,0,0,0,0,.,33.299999999999997,13,2.3,556,4,0.7,192,34.5,112,20.1,0,0,0,0,475,85.4,62,11.2,35,6.3,37,6.7,46,8.3,49,8.8,52,9.4,30,5.4,33,5.9,0,0,0,0,0,0,0,0,0,0,0,0,95,17.1,117,21,284,51.1,2,0.4,197,35.4,81,14.6,1,0.2,490,88.1,-1,-1,-3,-3,55,24,43.6,0,0,55,9.9,21,38.2,22,4,0,0,131,23.6
'061804,4,0.9,149,13.8,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,7.7,15.4,92,7.4,1242,381,30.7,72,5.8,120,9.7,0,0,33,2.7,42,3.4,100,8.1,100,8.1,100,8.1,100,8.1,153,12.3,112,9,126,10.1,107,8.6,96,7.7,78,6.3,70,5.6,0,0,0,0,114,9.2,100,8.1,0,0,300,24.2,9,0.7,74,6,1200,96.6,0,0,192,15.5,21,22.3,-3,-3,94,20,21.3,-1,-1,94,7.6,36,38.3,40,3.2,275,22.1,392,31.6
'061805,0,0,72,15,1.3,0,2.5,0,0,0,0,.,.,2.2999999999999998,0,0,0,0,0,0,0,.,.,0,45,7.6,593,100,16.9,19,3.2,31,5.2,0,0,30,5.1,17,2.9,83,14,85,14.3,66,11.1,46,7.8,63,10.6,78,13.2,55,9.3,42,7.1,0,0,0,0,0,0,0,0,0,0,90,15.2,75,12.6,0,0,105,17.7,2,0.3,21,3.5,576,97.1,4,0.7,96,16.2,7,15.9,8,18.2,44,17,38.6,0,0,44,7.4,12,27.3,27,4.6,0,0,324,54.6
'061901,52,0.4,4386,15.1,0.8,0.4,0.2,0.3,0.2,0.1,0.1,0.2,3.4,1.8,3.8,1.1000000000000001,0.4,1.1000000000000001,1.2,0,0,0.4,1.2,8.4,3388,11.3,29952,1033,3.4,4409,14.7,4939,16.5,357,1.1,775,2.6,13621,45.5,2113,7.1,2180,7.3,2134,7.1,2271,7.6,2301,7.7,2333,7.8,2328,7.8,2312,7.7,2370,7.9,2312,7.7,2173,7.3,1988,6.6,53,0.2,3276,10.9,2055,6.9,1029,3.4,9330,31.1,187,0.6,4418,14.8,16331,54.5,67,0.2,10588,35.3,352,10.7,961,29.1,3301,1132,34.3,23,0.7,3301,11,833,25.2,413,1.4,9118,30.4,13983,46.7
